area,perimeter,mean,median,meanRGB,roundness,variance,stdDiv,label
3521,499,91.98828125,55.0,155.18714773449724,5.62762567236936,3335.061575079862,57.74999199203288,inter
51524,9871,91.546875,129.0,154.68399262764083,150.48834575557444,2560.6924296194525,50.60328477104478,inter
4131,605,94.984375,63.0,157.614205851428,7.050918427161824,3094.4151637938057,55.6274677097008,inter
45498,5415,90.9609375,124.0,154.4287575496381,51.28551860744155,4823.50022062539,69.45142346003709,inter
33305,6323,88.84765625,124.0,153.07948286507235,95.52720292433949,11751.615024483379,108.40486623986665,inter
53877,9531,96.01953125,133.0,158.40244079494326,134.1725488002765,19997.801056996686,141.413581586058,inter
49346,12867,82.55078125,122.0,147.54495320446986,266.98864022521474,7024.319915135249,83.81121592683911,inter
129704,25635,94.9140625,134.0,158.16726727552816,403.1841120070718,94370.75834697281,307.1982394919815,inter
65511,13464,90.3828125,127.0,154.0481419331964,220.20344704415174,15962.582310907477,126.34311342889836,inter
99338,13700,88.8125,123.0,153.9034081878423,150.35430182265517,67737.70051968588,260.2646739757163,inter
50329,3327,82.71875,109.0,147.98304999266432,17.501587207010175,3724.678391500451,61.03014330230965,inter
9421,1722,85.08984375,67.0,149.54895038634587,25.047214004421388,8483.096608002936,92.10372743816038,inter
5469,715,87.73046875,59.0,152.09986153902582,7.438652933091442,9672.439331833848,98.34856039532987,inter
7896,1722,84.6796875,72.0,149.438001271518,29.884726840888284,2249.174465127859,47.425462202574884,inter
46628,11650,86.9921875,130.0,151.34741325557513,231.63020892800213,2484.7057774320137,49.8468231428244,inter
43221,7530,90.58984375,128.0,153.83893672364047,104.39634104670472,5038.975655414452,70.98574262071541,inter
3576,392,83.63671875,63.0,148.61555683929967,3.4195169428513714,2105.7989321067244,45.88898486681444,inter
74168,6226,93.94921875,128.0,157.03189951339982,41.5902758254693,4393.523533716545,66.28365962827147,inter
68958,7805,92.421875,135.0,155.34470211023083,70.29934744442745,3159.547063436261,56.20984845590905,inter
83250,13067,95.16796875,131.0,158.16062313551447,163.21410054015575,8380.317351440206,91.54407327315191,inter
67115,10794,89.29296875,132.0,153.05144375366783,138.14506303502878,4811.037549732402,69.36164321678375,inter
73898,11436,90.1484375,125.0,153.6564028266823,140.83342611653086,7107.024448871719,84.30316986253672,inter
42952,11137,85.578125,124.0,149.96611373973005,229.7963807474064,7564.065978006418,86.97163892905789,inter
114874,12786,95.171875,118.0,159.36878224642996,113.2498909193588,28660.301855113274,169.2935375468103,inter
40418,4430,87.13671875,104.0,151.24358739241003,38.63872337429038,6264.606254435029,79.14926565948056,inter
3263,233,90.58203125,55.0,153.7063175493936,1.323990607648775,3718.062760775274,60.97591951561923,inter
15675,2959,89.94921875,93.0,152.5467878887911,44.450076915017206,18452.760480741494,135.8409381620338,inter
10804,2243,85.9296875,110.0,149.6011200667547,37.05647525395858,4092.3566415648593,63.97152992984347,inter
101217,12143,82.9453125,130.0,147.41497793182705,115.92808584207988,8513.03610552334,92.26611569543469,inter
14689,3276,88.703125,104.0,151.18060140356025,58.14142761699928,9304.622788454188,96.46047267380659,inter
126768,21481,95.88671875,145.0,158.35613965913538,289.66064113442275,8439.490434421787,91.86669926813408,inter
6133,848,86.86328125,77.0,151.26769885807903,9.330585047868443,4322.943710265558,65.7490966498062,inter
9982,1907,85.8046875,76.0,149.1312483189065,28.9917183249949,14541.947265917319,120.58999654165896,inter
3134,225,92.10546875,50.0,154.67643993300078,1.2854529345927252,6470.825210794365,80.44143963651052,inter
9950,1920,90.25,110.0,154.85221506993352,29.482853377586082,2485.9708080369,49.85951070795721,inter
99965,11654,86.26953125,136.0,149.5096532973885,108.1165535485671,7773.06002723715,88.16495918014793,inter
6937,1008,85.3046875,67.0,149.9057288610133,11.65573072637477,4581.468709332185,67.6865474768228,inter
133065,20023,91.5859375,143.0,154.81250458480045,239.7643406506879,7194.403004244436,84.81982671666121,inter
3596,317,86.50390625,59.0,150.14105749951096,2.2237654444329076,3033.025711120089,55.07291268055548,inter
8383,1406,86.45703125,95.0,150.09297058392016,18.76555058344328,7553.124539344015,86.90871382861454,inter
80000,13548,88.609375,137.0,152.337747732052,182.5788742358369,3895.543129151806,62.414286258450524,inter
5138,701,87.484375,58.0,152.70113366832942,7.610830886560963,5895.585830572043,76.78271830673907,inter
5123,519,89.0390625,72.0,152.93435329861111,4.184084972299046,2946.857278112594,54.284963646599174,inter
8683,1520,86.2734375,94.0,151.1228833504499,21.174224376339687,6991.151706827479,83.61310726690809,inter
3301,307,81.12109375,56.0,146.24458764304578,2.2720681962235756,2533.400524730338,50.33289704289172,inter
79955,10524,91.08203125,139.0,155.15218939505087,110.2316192886436,2911.689708038627,53.96007513003134,inter
4916,754,89.48046875,75.0,153.0804280981025,9.202820547887711,2808.4437838430254,52.994752417980266,inter
65578,8559,96.984375,139.0,158.77303250929188,88.89514063151906,5106.660413709496,71.46090129371093,inter
3778,281,92.078125,74.0,155.0556197427621,1.663186006018945,2029.0013488752356,45.04443749094038,inter
22565,4366,95.375,104.0,158.23579093921168,67.22367654332402,30120.949340344047,173.55388022266757,inter
144881,10918,88.98046875,125.0,154.3893641798709,65.47339801153673,42843.612657801554,206.98698668708997,let
60513,8053,83.2421875,98.0,149.76155216891627,85.28189658303484,16659.007419815323,129.06977732922346,let
74225,8434,86.5,115.0,152.75577149965767,76.26181253736908,6678.167148204882,81.7200535254651,let
72919,9333,99.9765625,109.0,163.32719734203832,95.05872030486472,74874.83360784095,273.63266180746945,let
134579,10823,93.01953125,128.0,158.61119210925273,69.26409369564205,140540.3225034902,374.88707966998567,let
48533,9497,87.26171875,103.0,151.54736710191705,147.88559551935595,27394.31499788945,165.51228050476934,let
62124,9517,91.1796875,97.0,156.9336143816021,116.01946636115503,48363.62666682865,219.91731779654972,let
146004,22540,81.24609375,101.0,148.65783404856222,276.90653504611646,212600.44846800016,461.08616165311247,let
79505,12643,91.56640625,104.0,158.94097833528951,159.99115363243482,64434.798625580544,253.84010444683588,let
26107,5084,84.48828125,106.0,151.14241612871675,78.78512902235094,11208.902830394603,105.87210600717549,let
5600,604,92.6171875,70.0,156.39704066412364,5.184131224911866,17518.596124054744,132.35783363312783,let
101180,14853,84.6484375,106.0,149.60314349202858,173.50972561675462,681430.6416491587,825.4881232635383,let
85439,12347,84.3515625,106.0,150.5288681961561,141.98971113218195,32159.50921408761,179.33072579479403,let
124949,7906,75.40234375,56.0,143.95708703173906,39.80805615310347,297748.5581601537,545.6634110513126,let
33844,7225,92.48046875,101.0,155.76537207184077,122.73944423289755,13528.634281811286,116.31265744454163,let
101154,14816,84.67578125,106.0,149.6283048770051,172.69072532753282,678181.2319268705,823.5175966103399,let
85327,12292,84.36328125,106.0,150.5394246992371,140.91225423071666,32516.257704028183,180.32264889366556,let
86476,10899,84.98046875,123.0,149.87471497823748,109.31200200138551,16449.97358370546,128.25745040232735,let
56362,9831,85.4375,108.0,151.0570181069053,136.45804110809212,21495.56147980173,146.61364697667722,let
42623,8396,86.484375,116.0,151.1264510893486,131.6106341513672,23884.470690012775,154.5460147982237,let
75350,15161,84.7734375,108.0,150.73936631944446,242.75186480484533,21429.33120451885,146.38760604818583,let
14349,3233,86.05859375,80.0,152.31637644879694,57.96687786518377,4212.7435424818705,64.90565108279765,let
54988,12403,82.234375,105.0,147.65514429895345,222.62590574280165,19533.088543606347,139.76082621252047,let
53459,11140,86.75390625,115.0,152.64569731758607,184.73095994806275,11938.801561495124,109.2648230744695,let
81767,11899,83.15234375,74.0,148.19914462905908,137.79485466479542,137442.6720444792,370.73261529636045,let
93570,14528,87.4453125,81.0,151.27268864925665,179.50029590860854,72601.09527700688,269.4459041756005,let
19903,4031,84.359375,105.0,149.3119253716745,64.96765470676348,3132.4684513372486,55.968459433302684,let
37304,6942,92.04296875,99.0,155.41084549833724,102.80256534072504,26431.78718567345,162.57855696761933,let
51441,10694,86.77734375,114.0,152.66543029880674,176.91354823463823,12017.08994528979,109.62248831918473,let
35566,7684,85.28515625,70.0,150.76106235939946,132.1082148907111,27870.38313220763,166.94425156982084,let
72209,14589,94.86328125,98.0,157.94163319762325,234.5577861450471,99676.16297642214,315.71531951494234,let
32349,6392,86.7890625,99.0,151.11234900723787,100.50850395356551,16010.716260697123,126.53345905608178,let
36701,6566,81.0390625,103.0,146.3923733372457,93.47898648180612,6187.119690784772,78.65824617155388,let
46074,10906,84.5234375,84.0,149.74287063526995,205.43063316493527,51688.473983964206,227.35099292495778,let
32245,6345,90.13671875,103.0,154.76220321058292,99.35529280214284,7551.378313683474,86.89866692696427,let
66194,14719,87.6484375,97.0,152.2073430164319,260.4522544254257,37569.53496725674,193.8286226728569,let
81799,16740,80.453125,74.0,145.85429656934662,272.6170719127276,116836.1055667396,341.81296869302605,let
126591,19818,86.05078125,104.0,149.58621946522885,246.89196348628306,341108.5461028056,584.0449863690344,let
97256,15681,86.546875,118.0,150.40228567586072,201.19688008249935,17732.94404837332,133.1651007147643,let
49529,11014,86.83203125,104.0,151.78443261565923,194.9039858563719,9108.349002071653,95.43767077036013,let
58343,10630,92.03125,111.0,156.7994684687989,154.12316121094725,28366.770854010167,168.4243772558182,let
50388,10323,86.6484375,103.0,151.9228378080986,168.29641698044188,26895.1188287297,163.99731348022047,let
34572,7400,95.3671875,100.0,158.22500978090764,126.04600086359176,21378.677280712167,146.21449066598072,let
11328,2070,85.7890625,81.0,151.36507237871675,30.10076869943778,1960.7275119503802,44.28010289001574,let
12253,2113,92.92578125,84.0,156.68330719997067,28.99657455780048,13989.49449739782,118.27719347954542,let
16595,3027,88.9921875,85.0,153.03869571596246,43.937740661689034,6515.320678418848,80.71753637481045,let
58210,10361,91.7578125,108.0,154.9325644622946,146.7560060956167,81284.9635275114,285.1051797626823,let
41347,8997,88.4375,92.0,152.02227219654733,155.79071584287917,56121.073136320454,236.89886689539156,let
60931,9779,88.6640625,94.0,151.77831572769952,124.89375479886189,60026.35143503518,245.00275801516028,let
67642,8564,98.3359375,122.0,159.47489668916276,86.2833529103244,28336.35670261759,168.33406281147495,let
39421,6543,87.41796875,99.0,151.42022065116393,86.42041343840496,17883.777089696043,133.73023999715264,let
26107,5084,84.48046875,106.0,151.13541513839985,78.78512902235094,11109.455086013022,105.4013998294758,let
74249,10678,87.48828125,92.0,152.68007338737286,122.20229443073906,143506.80097083515,378.82291505508897,let
22721,2031,87.76953125,88.0,153.46369449334898,14.447161947345798,4349.463483331543,65.95046234357682,let
77759,11525,96.86328125,99.0,160.52948638008607,135.93188433506367,315666.95769544644,561.8424669740144,let
64401,12722,86.5703125,112.0,152.9271819065434,199.99001245698054,43559.226811261084,208.70847326177508,let
65154,10975,84.9453125,94.0,150.73350847271126,147.11539097567476,126144.6811373711,355.16852498127014,let
132260,16320,97.3515625,125.0,164.21415526579617,160.25143473067754,130585.1386690057,361.36565784397067,let
132238,16307,97.3515625,125.0,164.21418506699922,160.02285192868712,130669.88446255142,361.4828965007216,let
17531,3213,91.078125,87.0,155.18817702220267,46.86028194945059,21711.87794669396,147.3495094891529,let
43014,4908,92.09765625,74.0,156.15269830790297,44.56453848852896,37751.96175711052,194.29864064658435,let
29443,5724,99.015625,111.0,162.39968074506064,88.55382547180727,48800.219129274046,220.90771631899608,let
171891,23833,92.875,128.0,159.5693695593701,262.9628656221529,646603.4745391138,804.1165801916497,let
66362,15996,98.58984375,137.0,161.4791819493349,306.8269201145877,20922.347592853293,144.6455930640588,let
65221,10985,84.91796875,94.0,150.70967667987088,147.2322012293679,126331.97717781717,355.43209925078116,let
135712,18473,86.69140625,122.0,150.17259175714005,200.0998419778866,76884.68439280105,277.2808763560896,let
28329,5233,96.8125,91.0,159.85450135710093,76.92373464306922,43097.94815338136,207.60045316275531,let
117969,15076,87.7109375,91.0,153.74637265869524,153.31847665436374,352058.9129807515,593.3455257948369,let
124093,14031,94.55859375,115.0,158.3862090730145,126.24671933354648,99857.87671111975,316.0029694656678,let
87713,10072,83.26171875,105.0,149.33236594043427,92.0359723556762,80174.2586742083,283.1505936320959,let
182667,17360,93.02734375,110.0,157.25566528511345,131.289344921708,559630.3598682922,748.0844603841816,let
76079,9835,85.9765625,93.0,150.25755804357394,101.1751994000444,39274.601602571944,198.1782066791703,let
52743,7356,85.41015625,95.0,151.62930054284038,81.64108136378829,13550.56733191429,116.40690414195495,let
101428,15537,95.86328125,97.0,158.32527936717528,189.39416966060335,332474.74903404014,576.6062339535015,let
116712,24315,89.6875,116.0,153.209710301741,403.10962929994116,242266.63366508385,492.20588544336186,let
104342,13145,83.10546875,87.0,147.30643889377936,131.7808061502811,127993.80724689999,357.7622216597219,let
37933,7779,88.765625,88.0,154.38096329714395,126.94642877816032,21818.945937690016,147.7123757093156,let
104372,13153,83.08984375,87.0,147.29080701657864,131.90333328964047,126889.84963643055,356.2160154126012,let
108632,12046,85.953125,90.0,149.96185828076094,106.2962830209605,109324.16961289238,330.64205663056896,let
18517,4071,87.56640625,80.0,151.87543708431141,71.223238030314,15699.453725138153,125.29746096844163,let
78909,15070,84.75390625,119.0,151.24626338761738,229.02880175512666,32716.93704428809,180.87823817222483,let
79055,15096,84.734375,119.0,151.22823365977115,229.39532732740906,32749.53770134763,180.96833342147912,let
108068,14887,84.421875,89.0,150.30872976574727,163.19520666646588,1277692.1793012992,1130.3504674663072,let
69159,10987,92.4921875,118.0,157.38247475303208,138.89917940962448,53801.574042596025,231.95166315979722,let
33640,5784,88.4765625,77.0,153.97546520442097,79.13902901068572,43556.667452325855,208.7023417509393,let
33763,5791,88.5390625,77.0,154.02800014060054,79.04169358621799,43079.555547366166,207.55615034820377,let
155761,15849,89.06640625,123.0,153.47526500146714,128.33205243405797,75630.9012640314,275.01072936165855,let
93371,10407,89.78125,93.0,154.25696507604655,92.30585194078348,373022.38413189934,610.7555846096697,let
60374,10851,85.92578125,78.0,152.18039432340572,155.19571015301028,79236.6904562448,281.4901249710988,let
21564,3336,85.59375,93.0,149.35342851379107,41.06888354562284,21955.28964057583,148.17317449719374,let
119370,19639,88.3671875,128.0,152.2388077379206,257.11871110768976,44209.2751075978,210.26001785312823,let
47937,9636,93.9921875,98.0,157.74444704249802,154.13911714146107,79512.06396928226,281.9788360307955,let
125149,18608,91.75,91.0,153.52692958969092,220.1720301762404,1590953.480310551,1261.3300441639178,let
91746,8845,80.03515625,104.0,147.22371533890848,67.85762756264533,60660.12559355587,246.29276398943568,let
155687,15815,89.0703125,123.0,153.47733045407864,127.84277186389521,75599.286254604,274.9532437608329,let
119460,19738,88.34765625,128.0,152.21997337759194,259.52184189297117,44614.79540814429,211.2221470588354,let
73535,12749,78.71875,83.0,143.88338942072573,175.89288872293693,102048.3930886056,319.45014178836357,let
39267,5606,91.79296875,126.0,156.5372996442195,63.68961159644949,4551.357623331556,67.46375043926595,let
119680,19548,88.30078125,128.0,152.18110114681141,254.08160033902954,44681.667542372365,211.38038589796443,let
36147,8032,84.45703125,103.0,149.35187503056534,142.0251564916325,6986.462249912245,83.58505996834748,let
52338,10188,88.80078125,119.0,154.92212945642606,157.81594699380662,10162.752369965681,100.81047748109162,mod
118186,13204,92.2890625,102.0,158.88375238409625,117.39108943868749,172430.7877267771,415.2478630008553,mod
171738,10094,93.40625,95.0,160.1275598469288,47.21177577262882,457243.1330501411,676.1975547501936,mod
88063,16713,87.6015625,107.0,154.08848282839398,252.40937767492917,205336.85024469256,453.14109308767456,mod
79106,12451,86.8125,133.0,152.8832549332453,155.95136389047252,5052.076960795016,71.077963960675,mod
113359,19306,88.6796875,92.0,155.15453069982394,261.6487917443614,2023767.4612062313,1422.591811169399,mod
63497,11716,88.5390625,110.0,153.63114057609545,172.02661947972808,44920.726535745634,211.94510264628818,mod
45491,8763,96.265625,120.0,161.09076223836072,134.3291527688117,15117.065944476406,122.95147800850711,mod
147558,12126,84.76171875,91.0,150.20326560054775,79.29804923155419,1120887.6096310709,1058.7197975059646,mod
64500,12269,86.0625,95.0,152.60930622799296,185.71575758659904,25577.483869323944,159.92962161314566,mod
77736,11535,96.8828125,99.0,160.54750006113068,136.2081655725624,315342.41197910707,561.553569999432,mod
71089,15787,85.6171875,95.0,150.85917479704617,278.9889155848583,39291.5765073499,198.22102942763135,mod
24043,3053,93.69921875,114.0,158.64504398351917,30.8499943011568,6767.222182945752,82.26312772406452,mod
25409,3054,93.703125,116.0,158.64737306215764,29.210610122454412,6688.277440980833,81.78188944369549,mod
80972,10221,79.65625,107.0,146.8145073784722,102.6696416306332,21697.454708185134,147.30055908985932,mod
72947,13435,89.23046875,119.0,154.08177908597418,196.90558818735667,28517.460627751647,168.87113615935567,mod
63269,8037,99.67578125,99.0,162.49321525943859,81.24321521842289,40549.09954770384,201.36806983159926,mod
63378,11494,76.73828125,87.0,143.13037415028364,165.87998652004188,49296.35692526299,222.0278291684693,mod
87373,13942,95.01953125,100.0,158.87207489730045,177.03659377415684,82950.50879363707,288.01129976727833,mod
131929,15514,80.2734375,88.0,146.09621433025234,145.17687361193742,45092.06516516398,212.34892315517868,mod
102372,14794,94.84765625,116.0,158.97829708284428,170.12971587217984,67914.22829601893,260.60358458014144,mod
102415,14790,94.85546875,116.0,158.9834045505673,169.96633689980894,67867.98731766798,260.5148504743405,mod
63641,14779,147.15625,133.0,198.73162488385174,273.1135448025073,61154.358464678066,247.29407284582877,mod
29044,5888,94.7578125,84.0,160.28084577342528,94.98812400838159,45714.871765685835,213.81036402776604,mod
24071,5343,88.171875,71.0,153.66005232785602,94.37703984052186,49029.12821994546,221.42522037912812,mod
19966,2858,98.296875,88.0,162.9049654917351,32.55543615609707,12326.940184975505,111.02675436567307,mod
61482,10975,88.4609375,100.0,152.42723616001567,155.9018279110815,16084.039317663843,126.82286591014983,mod
35766,7163,82.26953125,91.0,147.26979334776019,114.15887126491062,10068.759554032164,100.34320880872887,mod
111601,15255,90.89453125,134.0,155.83590234986306,165.93823783166818,41038.059495634276,202.57852673872983,mod
37216,4969,87.34765625,93.0,154.3949408255086,52.79568589906501,31756.087710727734,178.2023785215218,mod
77220,12538,86.55078125,103.0,150.8897256149746,162.00069200844194,162594.8887427439,403.23056523872776,mod
86657,18184,92.23046875,96.0,157.5628698405712,303.6444387329825,61530.41024630881,248.0532407494585,mod
21825,3661,91.859375,90.0,156.18628426374218,48.869212577781646,4453.182264208,66.73216813657413,mod
94348,12601,77.15625,82.0,144.9482230841647,133.92679033466612,95618.6999697214,309.2227352083307,mod
87917,16672,87.609375,107.0,154.0976707685348,251.58959674235095,204222.02076125878,451.9093059024773,mod
60142,9456,87.51171875,93.0,153.96151900552624,118.3115643442898,59466.260045199444,243.85704838121748,mod
44652,12220,92.859375,93.0,155.75313829592136,266.1286504972206,53323.437760924426,230.91868213924232,mod
146063,25879,80.42578125,113.0,151.60307854068859,364.87566603352275,81361.77346911805,285.23985252611186,mod
59977,9413,87.54296875,93.0,153.98855786629497,117.56052434163857,59501.32263061168,243.92892946637485,mod
46034,8311,91.5859375,101.0,156.46201416397693,119.40375570184389,58481.868423959284,241.83024712380228,mod
135250,14750,84.84375,113.0,150.21599377078442,128.00793828624947,173319.27885591314,416.31632066964795,mod
38351,9498,93.16015625,93.0,157.1966657802719,187.1879007434726,29797.925736222478,172.6207569680497,mod
21438,5377,93.1171875,120.0,156.49420710460683,107.32130435816161,1701.803033147994,41.25291545028053,mod
34660,3196,94.5,104.0,159.80440171410407,23.451742602379475,15519.722268128506,124.57817733507143,mod
37183,4084,84.78515625,99.0,151.9169486318955,35.69580464871763,9864.406583087188,99.31971900427018,mod
108858,13456,83.78515625,114.0,150.54847662363068,132.3615188138427,23308.663167321283,152.67174973557252,mod
30921,5696,85.63671875,88.0,150.28950569737873,83.4980948567281,18196.168039642944,134.8931726947029,mod
49576,7291,86.75390625,98.0,150.9082237566021,85.32825207151865,20269.20988559418,142.3699753655741,mod
68413,13203,90.44921875,90.0,153.4360810042547,202.7667533087221,58289.147798268306,241.4314556934707,mod
101308,17860,78.70703125,92.0,143.13751192048122,250.55859401762712,48909.90604544256,221.15584108370857,mod
47794,7792,82.89453125,90.0,147.9425471011835,101.09150088640207,9010.36275723764,94.92293061867423,mod
31436,3725,93.0078125,103.0,156.82086955325704,35.12492536008844,7567.639591916124,86.99218121139465,mod
31406,3721,93.015625,103.0,156.82601140698355,35.0830101957338,7515.145255486641,86.68993745231704,mod
39913,5349,90.41796875,106.0,155.66757522129305,57.04544333815592,9651.071984345073,98.23986962707694,mod
119789,15117,85.44921875,111.0,150.53216161116003,151.81141305940025,613954.962503822,783.5527822066756,mod
72841,11089,88.61328125,101.0,154.88890493569053,134.3380387350359,55000.74647833571,234.5223794829306,mod
47131,7422,93.67578125,99.0,158.92014882262325,93.00908705708946,30922.417892373807,175.84771221819693,mod
112960,17593,90.37109375,132.0,156.37761486453442,218.04456087446826,22125.69997866827,148.74710074037836,mod
118647,17566,88.8828125,91.0,152.3213349105047,206.9565286916961,2594673.479856237,1610.7990190760102,mod
77087,16229,87.6953125,92.0,152.54319034868936,271.8895475169179,49786.235269334386,223.12829329633297,mod
27616,4700,87.96484375,93.0,152.66907979998044,63.65390883726767,9674.83363480334,98.36073217907307,mod
36221,6648,89.30859375,97.0,153.00587542180165,97.0983212227005,10484.011108284281,102.39146013356915,mod
85342,12472,87.1484375,96.0,149.7900276004988,145.04391844238305,134635.60115645546,366.92724231985756,mod
138278,8922,84.71875,92.0,152.22612465155518,45.81012579374981,535745.2125285021,731.9461814426674,mod
55996,10082,81.6796875,93.0,148.18385890429383,144.4529839068647,42216.90134618251,205.4675189566042,mod
40680,7374,91.6328125,114.0,156.01312475547732,106.36909353923252,34906.053595764126,186.83161829777134,mod
83486,13809,87.00390625,100.0,153.14479487602702,181.76109971632948,97550.34923259652,312.3305128107027,mod
83457,13770,87.01953125,100.0,153.1560207599765,180.79867661783462,97578.2675546579,312.3752031686541,mod
166255,13608,90.765625,130.0,155.5159551056338,88.63474955884068,231763.8193864232,481.4185490676727,mod
41908,7459,84.91015625,98.0,150.01925769023867,105.64633003694921,23655.90288144993,153.8047557179229,mod
163235,20384,79.8828125,92.0,148.28973111673514,202.56092600832605,276117.1186678482,525.4684754272592,mod
88162,11038,83.75,81.0,149.6218410724765,109.9738632646831,53785.531569959945,231.9170790820718,mod
123936,14010,94.56640625,115.0,158.39334073014479,126.02854757928094,99849.62437419922,315.9899118234619,mod
93893,11735,83.421875,99.0,150.8412275956084,116.7140416380726,289484.4548511595,538.0375961316824,mod
83395,13725,87.01953125,100.0,153.15715549809272,179.75245444436248,97384.56300439176,312.0649980443045,mod
